ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0051961	negative regulation of nervous system development	28/900	316/18670	0.00146978045707415	0.023553845037265	0.0194618477224345	SLC6A4/WNT3A/TNR/SLIT2/SEMA3G/SEMA6A/ARHGEF15/SEMA5A/DCC/EDNRB/GNRH1/TTPA/HOXA2/CX3CL1/WNT7A/SEMA6D/HEY1/NTRK3/PRTG/SEMA3D/MEIS1/STX1B/PTN/SEMA4B/TNFRSF21/NGEF/SOX11/SPP1	28
BP	GO:0050730	regulation of peptidyl-tyrosine phosphorylation	24/900	256/18670	0.00147005394111356	0.023553845037265	0.0194618477224345	WNT3A/ADRA1A/CAV1/NTRK2/GATA1/ANGPT4/TAL1/FGF10/SFRP1/CD36/ANGPT1/CASS4/VTN/IL12A/PRKCE/PECAM1/SH3BP5/HBEGF/PDGFB/TGFA/PTK6/CBLC/CRLF1/SPINK1	24
BP	GO:0010812	negative regulation of cell-substrate adhesion	10/900	68/18670	0.00147755070125193	0.0235983257366083	0.0194986008128891	MYOC/FAM107A/ACVRL1/AJAP1/CORO2B/DLC1/CX3CL1/FBLN1/ARHGAP6/MMP12	10
BP	GO:0050803	regulation of synapse structure or activity	22/900	227/18670	0.00149051751324066	0.0237296084353187	0.01960707583626	WNT3A/GPM6A/LRRN3/NTRK2/ARC/ARHGEF15/SHANK3/MDGA1/LRRTM2/PTPRD/WNT7A/SLC17A7/NTRK3/LRRC4B/STX1B/PTN/SIX4/CDC20/NGEF/SLC7A11/IGSF9/ITPKA	22
BP	GO:0043271	negative regulation of ion transport	17/900	157/18670	0.00152846123180378	0.024256437135832	0.0200423788591413	VIP/NOS1/CAV1/CAV3/ACTN2/ATP1A2/GABRE/CASQ2/REM1/MAOB/PRKG2/PRKCE/GPM6B/HECW2/GSTM2/WNK2/SPINK1	17
BP	GO:0048863	stem cell differentiation	24/900	257/18670	0.00154957650210159	0.0245137118164741	0.0202549573425937	WNT3A/GPM6A/SEMA3G/ALDH1A2/GATA1/SEMA6A/TAL1/SFRP1/BCHE/TBX2/SEMA5A/EDNRB/GATA2/WNT7A/SEMA6D/A2M/SOX18/SEMA3D/SOX17/LMO2/PTN/EPCAM/SEMA4B/SOX11	24
BP	GO:1902850	microtubule cytoskeleton organization involved in mitosis	15/900	131/18670	0.00162365870435077	0.0256046367919542	0.0211563564863769	FGF10/NUSAP1/MAD2L1/TTK/PLK1/TPX2/CCNB1/KIF4A/AURKB/CENPA/BIRC5/CDC20/MYBL2/NUF2/NEK2	15
BP	GO:0060402	calcium ion transport into cytosol	17/900	158/18670	0.00163786179960782	0.025747393510187	0.0212743121537937	P2RX2/ADRA1A/NOS1/CAV1/RAMP3/MCOLN3/TRPC3/ATP1A2/CASQ2/CX3CL1/FGF2/PRKCE/TRPC1/RYR2/JPH4/GSTM2/FAM155B	17
BP	GO:1903115	regulation of actin filament-based movement	8/900	47/18670	0.00166759941822275	0.026132694331334	0.021592674862584	CAV1/CAV3/TNNC1/ATP1A2/RYR2/GJA5/DSG2/DSP	8
BP	GO:0072576	liver morphogenesis	5/900	19/18670	0.00169981164209452	0.0265542449963453	0.0219409897486147	WNT3A/CPB2/LIMS2/PTN/MDK	5
BP	GO:0086010	membrane depolarization during action potential	7/900	37/18670	0.00171079013526336	0.0266424918572633	0.0220139055280322	CAV3/SCN2B/SCN4B/SCN7A/SCN1A/ATP1A2/GJA5	7
BP	GO:0060070	canonical Wnt signaling pathway	29/900	335/18670	0.00173982197885064	0.0270104660629638	0.0223179517653152	WNT3A/RSPO4/RSPO1/SOSTDC1/GPC3/CAV1/FGF10/RSPO2/SFRP1/ZBED2/SEMA5A/TMEM88/IGFBP6/WNT2B/RECK/SOX7/NKD2/WNT7A/MCC/RBMS3/SOX17/RSPO3/RYR2/NR4A2/WNK2/MDK/CDH3/CTHRC1/FERMT1	29
BP	GO:0001503	ossification	33/900	398/18670	0.00178087773429464	0.0275622532313899	0.0227738772343887	MYOC/WNT3A/IGSF10/GPC3/CLEC3B/GATA1/ADRB2/RSPO2/TEK/GDF10/SFRP1/CHRDL1/RANBP3L/PTH1R/COL13A1/S1PR1/ZBTB16/PHOSPHO1/NPNT/HOXA2/SMAD6/GPM6B/FAT4/PTN/CYP27B1/CREB3L1/MDK/ITGA11/SIX2/SOX11/CTHRC1/COL11A1/SPP1	33
BP	GO:0007389	pattern specification process	36/900	446/18670	0.00179951796631959	0.0277647849186162	0.022941223196355	WNT3A/SOSTDC1/GPC3/DMRT2/NDRG4/ALDH1A2/ARC/CRB2/FGF10/TCAP/HOXA4/SFRP1/FOXF1/TBX2/HHIP/ACVRL1/HOXA5/ZBTB16/HOXA2/HOXA6/CYP26B1/WNT2B/TBX3/SMAD6/WNT7A/SOX18/HEY1/DSCAML1/SOX17/TCF15/HOXB7/OTX1/SIX2/NKX3-2/HOXC10/BARX1	36
BP	GO:0051346	negative regulation of hydrolase activity	37/900	463/18670	0.00186375836446698	0.0286206705504304	0.0236484162600708	WFDC12/NOS1/GPC3/SLIT2/SERPINA9/COL4A3/CRB2/ANXA8L1/SPOCK2/LEPR/SERPINI2/TIMP3/PI16/CRYAB/VTN/RECK/TNNT2/APOA1/MYOZ1/A2M/GPSM1/AQP1/SERPING1/LAMP3/ITIH5/PTN/SFN/BIRC5/WFDC2/CST2/WFDC3/AMBP/CST4/PPP1R14D/SERPINA4/CST1/SPINK1	37
BP	GO:0035116	embryonic hindlimb morphogenesis	6/900	28/18670	0.00186644100808968	0.0286206705504304	0.0236484162600708	GPC3/RSPO2/ZBTB16/TBX3/WNT7A/PITX1	6
BP	GO:0022612	gland morphogenesis	14/900	120/18670	0.00191710425106449	0.0289423342704312	0.02391419750838	WNT3A/CPB2/SOSTDC1/CAV1/CAV3/LIMS2/FGF10/SFRP1/TBX2/PGR/TBX3/PTN/ELF3/MDK	14
BP	GO:0008038	neuron recognition	8/900	48/18670	0.00191805864746579	0.0289423342704312	0.02391419750838	CNTN6/ROBO4/SEMA5A/ROBO3/DSCAML1/PCDH12/TNFRSF21/IGSF9	8
BP	GO:0001658	branching involved in ureteric bud morphogenesis	9/900	59/18670	0.00193952117586132	0.0289423342704312	0.02391419750838	GPC3/TCF21/NPNT/WNT2B/FGF2/FAT4/SIX4/HOXB7/SIX2	9
BP	GO:0097755	positive regulation of blood vessel diameter	9/900	59/18670	0.00193952117586132	0.0289423342704312	0.02391419750838	VIP/NOS1/ADRB2/EDNRB/APLN/DOCK4/PTPRM/GJA5/F2RL1	9
BP	GO:0002002	regulation of angiotensin levels in blood	4/900	12/18670	0.00194531392575813	0.0289423342704312	0.02391419750838	MME/CMA1/CTSG/CES1	4
BP	GO:0002003	angiotensin maturation	4/900	12/18670	0.00194531392575813	0.0289423342704312	0.02391419750838	MME/CMA1/CTSG/CES1	4
BP	GO:0003161	cardiac conduction system development	4/900	12/18670	0.00194531392575813	0.0289423342704312	0.02391419750838	TBX3/BVES/GJA5/DSG2	4
BP	GO:0042308	negative regulation of protein import into nucleus	4/900	12/18670	0.00194531392575813	0.0289423342704312	0.02391419750838	CD36/ANGPT1/PKIA/FERMT1	4
BP	GO:0046541	saliva secretion	4/900	12/18670	0.00194531392575813	0.0289423342704312	0.02391419750838	CHRM1/FGF10/AQP1/KCNN4	4
BP	GO:1904590	negative regulation of protein import	4/900	12/18670	0.00194531392575813	0.0289423342704312	0.02391419750838	CD36/ANGPT1/PKIA/FERMT1	4
BP	GO:0110020	regulation of actomyosin structure organization	12/900	95/18670	0.00201165075970858	0.029840481150692	0.0246563097957098	MYOC/SYNPO2L/CAV3/SFRP1/ARHGEF15/CORO2B/S1PR1/DLC1/APOA1/ARHGAP6/LIMCH1/ECT2	12
BP	GO:0006814	sodium ion transport	21/900	218/18670	0.00203234913654106	0.0300092500738033	0.0247957585811066	NOS1/FXYD1/SLC5A9/CAV3/SCN2B/ADRB2/SCN4B/SLC5A4/SCN7A/SCN1A/ATP1A2/SLC17A7/PRKCE/ATP1B2/HECW2/SLC9A5/FXYD6/WNK2/ATP1B1/KCNK1/TESC	21
BP	GO:0046683	response to organophosphorus	15/900	134/18670	0.00203503416183623	0.0300092500738033	0.0247957585811066	SLC6A4/P2RX6/P2RX2/FOSB/CDO1/TEK/DUOX1/PDE2A/GPD1/TRPC3/THBD/P2RX1/DUSP1/AQP1/NME1	15
BP	GO:0032526	response to retinoic acid	13/900	108/18670	0.00207131293953644	0.0304543923080667	0.0251635664852662	SLC6A4/WNT3A/ALDH1A2/TIE1/HOXA2/CYP26B1/DUSP1/NTRK3/AQP1/PTK6/PTGES/TESC/GJB2	13
BP	GO:0034764	positive regulation of transmembrane transport	20/900	204/18670	0.0020876040170665	0.03060390756984	0.0252871065379501	NOS1/GPC3/FXYD1/RAMP3/ARC/ADRB2/ACTN2/SHANK3/C1QTNF2/CACNG4/RGS9/CX3CL1/ATP1B2/TRPC1/RYR2/GSTM2/WNK2/ATP1B1/TESC/HTR3A	20
BP	GO:0051494	negative regulation of cytoskeleton organization	16/900	148/18670	0.0021082409782065	0.0308160720761821	0.0254624118143499	MYOC/SLIT2/KANK3/PLEKHH2/CAV3/SHANK3/CORO2B/S1PR1/CDH5/DLC1/TMSB15A/TMOD1/ARHGAP6/NAV3/NEK2/TRIM54	16
BP	GO:0001936	regulation of endothelial cell proliferation	18/900	176/18670	0.00214820277645708	0.0312176327892701	0.025794209592465	VIP/CAV1/ALDH1A2/TEK/SEMA5A/ACVRL1/GATA2/CAV2/APLN/FLT4/FGF2/EGFL7/KDR/CXCL12/PTPRM/PDGFB/MDK/XDH	18
BP	GO:0060401	cytosolic calcium ion transport	18/900	176/18670	0.00214820277645708	0.0312176327892701	0.025794209592465	P2RX2/ADRA1A/NOS1/CAV1/RAMP3/MCOLN3/TRPC3/ATP1A2/RGS9/CASQ2/CX3CL1/FGF2/PRKCE/TRPC1/RYR2/JPH4/GSTM2/FAM155B	18
BP	GO:0006525	arginine metabolic process	5/900	20/18670	0.00217738731026712	0.031458841514524	0.0259935132506485	NOS1/PADI4/ART4/OTC/AGMAT	5
BP	GO:0060216	definitive hemopoiesis	5/900	20/18670	0.00217738731026712	0.031458841514524	0.0259935132506485	GATA1/TAL1/TEK/GATA2/MEIS1	5
BP	GO:0060485	mesenchyme development	25/900	279/18670	0.0022085144588353	0.0318166103161893	0.0262891270634604	WNT3A/TMEM100/TCF21/SEMA3G/ALDH1A2/SEMA6A/CRB2/FGF10/SFRP1/FOXF1/TBX2/SEMA5A/RANBP3L/EDNRB/ACVRL1/HOXA5/SEMA6D/HEY1/SEMA3D/TCF15/SEMA4B/SIX4/MDK/SIX2/SOX11	25
BP	GO:0016049	cell growth	38/900	484/18670	0.00222163226671605	0.0319136198313607	0.0263692831657404	WNT3A/SH3GL2/TNR/ADRA1A/FAM107A/FHL1/SLIT2/SEMA3G/SEMA6A/CAV3/LTBP4/SLIT3/SFRP1/SEMA5A/DCC/NPR1/ACVRL1/PI16/MEG3/RASGRP2/CRYAB/KIF26A/SEMA6D/NTRK3/SEMA3D/SOX17/FBLN5/HBEGF/CXCL12/CYP27B1/SFN/KIF14/SEMA4B/CRABP2/RASAL1/KRT17/SPP1/HNF4A	38
BP	GO:0003016	respiratory system process	6/900	29/18670	0.00225868468427355	0.0321685605033717	0.0265799331266739	CCBE1/TNNC1/HOXA5/ATP1A2/FLT4/TCF15	6
BP	GO:0032232	negative regulation of actin filament bundle assembly	6/900	29/18670	0.00225868468427355	0.0321685605033717	0.0265799331266739	MYOC/SHANK3/CORO2B/S1PR1/DLC1/ARHGAP6	6
BP	GO:0060441	epithelial tube branching involved in lung morphogenesis	6/900	29/18670	0.00225868468427355	0.0321685605033717	0.0265799331266739	FGF10/RSPO2/FOXF1/HHIP/HOXA5/WNT2B	6
BP	GO:0048469	cell maturation	18/900	177/18670	0.00228669394202984	0.0324630828070302	0.0268232882228628	MYOC/EPAS1/TAL1/PGR/EDNRB/PTH1R/LGI4/HOXA5/GATA2/NFASC/CX3CL1/GLDN/LHX6/SOX18/NR4A2/KIF14/CCNB1/SPINK1	18
BP	GO:0019226	transmission of nerve impulse	10/900	72/18670	0.00229235211659965	0.0324630828070302	0.0268232882228628	TNR/NTRK2/SCN7A/SCN1A/S1PR1/NFASC/CACNG4/P2RX1/NTRK3/KCNMB2	10
BP	GO:0001701	in utero embryonic development	31/900	373/18670	0.00232812238932001	0.0328765079779964	0.0271648892527259	WNT3A/TMEM100/GATA1/EPAS1/ST8SIA6/FOXF1/NECAB1/MYH10/PTH1R/ACVRL1/GATA2/ANGPT1/TTPA/TIE1/HEG1/TBX3/SOX18/HEY1/SOX17/RSPO3/PCDH12/PDGFB/GINS1/ELF3/SALL4/CCNB1/CCNB2/PHLDA2/NEK2/KPNA7/E2F8	31
BP	GO:0051180	vitamin transport	7/900	39/18670	0.0023508787662524	0.0331043463450584	0.0273531453781302	SLC19A3/TTPA/APOA1/SLC2A1/AMN/STRA6/TCN1	7
BP	GO:0007565	female pregnancy	19/900	192/18670	0.00239715579448584	0.0336611848781874	0.0278132446409298	FOSB/CLIC5/RAMP2/PGR/NPFF/GNRH1/EMP2/THBD/RECK/FBLN1/PTGIS/PTN/CYP27B1/DSG2/MMP7/SLC2A1/AMBP/GJB2/SPP1	19
BP	GO:0050777	negative regulation of immune response	16/900	150/18670	0.00241870846659663	0.0338686936260968	0.0279847030014011	GPR17/IL1RL1/FOXF1/CLEC12B/TBX21/ANGPT1/IL33/CD160/IL7R/HLX/APOA1/A2M/SERPING1/C4BPB/AMBP/MMP12	16
BP	GO:0006939	smooth muscle contraction	13/900	110/18670	0.00244242293071899	0.034010229054775	0.0281016495532659	P2RX2/ADRA1A/CAV1/NMUR1/ADRB2/EDNRB/CALCRL/ATP1A2/NPNT/DOCK4/P2RX1/ADRA1B/EDN2	13
BP	GO:0061387	regulation of extent of cell growth	13/900	110/18670	0.00244242293071899	0.034010229054775	0.0281016495532659	WNT3A/TNR/SEMA3G/SEMA6A/SEMA5A/DCC/SEMA6D/NTRK3/SEMA3D/CXCL12/SEMA4B/CRABP2/SPP1	13
BP	GO:0045123	cellular extravasation	9/900	61/18670	0.00245709287844158	0.0341194647203596	0.0281919077631718	CX3CL1/CX3CR1/PECAM1/SPN/SELP/PRTN3/CXCL12/MDK/PODXL2	9
BP	GO:0002064	epithelial cell development	20/900	207/18670	0.00247807112520092	0.0343154502905247	0.0283538448616079	HAPLN2/PDE2A/PGR/HOXA5/CDH5/CLDN5/HEG1/TMOD1/WNT7A/SOX18/PECAM1/ADAMTSL4/PDGFB/RAB25/SFN/F2RL1/PROC/NKX3-2/SPDEF/HNF4A	20
BP	GO:0060425	lung morphogenesis	8/900	50/18670	0.00250733605740127	0.0345294020687299	0.0285306269080545	TCF21/FGF10/RSPO2/FOXF1/HHIP/HOXA5/WNT2B/SOX11	8
BP	GO:0086009	membrane repolarization	8/900	50/18670	0.00250733605740127	0.0345294020687299	0.0285306269080545	CAV1/CAV3/SCN4B/ATP1A2/CASQ2/ATP1B2/GJA5/ATP1B1	8
BP	GO:0010721	negative regulation of cell development	29/900	344/18670	0.00257519795635623	0.0353665235819363	0.0292223157337821	SLC6A4/WNT3A/TNR/SLIT2/SEMA3G/SEMA6A/CAV3/SEMA5A/DCC/EDNRB/GNRH1/PI16/TTPA/HOXA2/CX3CL1/FBLN1/WNT7A/SEMA6D/HEY1/NTRK3/PRTG/SEMA3D/MEIS1/STX1B/PTN/SEMA4B/NGEF/SOX11/SPP1	29
BP	GO:0008361	regulation of cell size	18/900	179/18670	0.00258620358289613	0.0354203608517746	0.0292667998825794	WNT3A/TNR/SEMA3G/SEMA6A/CAV3/SEMA5A/DCC/SHANK3/IL7R/SEMA6D/NTRK3/SEMA3D/AQP1/CXCL12/SEMA4B/KCNN4/CRABP2/SPP1	18
BP	GO:0001765	membrane raft assembly	4/900	13/18670	0.00270343613344727	0.0365256141381159	0.0301800380871894	CAV1/CAV3/EMP2/CAV2	4
BP	GO:0007494	midgut development	4/900	13/18670	0.00270343613344727	0.0365256141381159	0.0301800380871894	ALDH1A2/FOXF1/EDNRB/OTC	4
BP	GO:0010838	positive regulation of keratinocyte proliferation	4/900	13/18670	0.00270343613344727	0.0365256141381159	0.0301800380871894	FGF10/TGM1/MDK/CDH3	4
BP	GO:0033605	positive regulation of catecholamine secretion	4/900	13/18670	0.00270343613344727	0.0365256141381159	0.0301800380871894	VIP/KCNB1/CXCL12/STX1A	4
BP	GO:0048875	chemical homeostasis within a tissue	4/900	13/18670	0.00270343613344727	0.0365256141381159	0.0301800380871894	EPAS1/SFTPA1/SFTPA2/SFTPD	4
BP	GO:0001709	cell fate determination	7/900	40/18670	0.00273305497365946	0.0368262582569371	0.0304284514587593	TBX2/GATA2/HOXA2/CYP26B1/WNT7A/DSCAML1/SOX17	7
BP	GO:0003177	pulmonary valve development	5/900	21/18670	0.00274570875721113	0.0368973066594044	0.0304871566590166	SLIT2/SMAD6/HEY1/GJA5/STRA6	5
BP	GO:0060291	long-term synaptic potentiation	11/900	86/18670	0.00275790581770571	0.0369411036332481	0.0305233448072489	TNR/FAM107A/CALB2/MME/NTRK2/ARC/SHANK3/LRRTM2/NRGN/CX3CR1/PTN	11
BP	GO:1903169	regulation of calcium ion transmembrane transport	16/900	152/18670	0.00276627862087204	0.0369411036332481	0.0305233448072489	NOS1/RAMP3/CAV3/TMC2/ATP1A2/RGS9/CASQ2/CX3CL1/REM1/PRKCE/CACNB4/TRPC1/RYR2/JPH4/GSTM2/ATP1B1	16
BP	GO:0071229	cellular response to acid chemical	20/900	209/18670	0.00277113699989359	0.0369411036332481	0.0305233448072489	SLC6A4/WNT3A/NTRK2/ALDH1A2/SFRP1/PTGDR/PDK4/HOXA2/CYP26B1/PTGFR/PRKCE/CPEB1/NTRK3/AQP1/KDR/PDGFB/NME1/PTK6/CCNB1/TESC	20
BP	GO:0072078	nephron tubule morphogenesis	10/900	74/18670	0.00281733887074897	0.0373577639651833	0.0308676189552393	GPC3/TCF21/NPNT/WNT2B/FGF2/FAT4/SIX4/HOXB7/KIF26B/SIX2	10
BP	GO:0086003	cardiac muscle cell contraction	10/900	74/18670	0.00281733887074897	0.0373577639651833	0.0308676189552393	CAV1/CAV3/SCN2B/SCN4B/SCN1A/ATP1A2/RYR2/GJA5/DSG2/DSP	10
BP	GO:0051924	regulation of calcium ion transport	23/900	254/18670	0.00284581911260897	0.0375101394215605	0.0309935223023981	P2RX2/NOS1/CAV1/RAMP3/CAV3/TMC2/TRPC3/ATP1A2/RGS9/CASQ2/CX3CL1/REM1/P2RX1/PRKCE/CACNB4/TRPC1/RYR2/CXCL12/JPH4/GSTM2/PDGFB/ATP1B1/SPINK1	23
BP	GO:0001954	positive regulation of cell-matrix adhesion	8/900	51/18670	0.00285064607683342	0.0375101394215605	0.0309935223023981	MYOC/TEK/SFRP1/EMP2/CD36/CX3CL1/KDR/FERMT1	8
BP	GO:0001708	cell fate specification	12/900	99/18670	0.00285600961957217	0.0375101394215605	0.0309935223023981	WNT3A/TBX2/TBX21/TBX4/TBX3/FGF2/SOX18/NTRK3/SOX17/SIX2/MNX1/HOXC10	12
BP	GO:0003279	cardiac septum development	13/900	112/18670	0.0028663479213915	0.0375101394215605	0.0309935223023981	SLIT2/SLIT3/TBX2/PDE2A/MYH10/HEG1/TBX3/SMAD6/HEY1/GJA5/SALL4/SOX11/STRA6	13
BP	GO:0032411	positive regulation of transporter activity	13/900	112/18670	0.0028663479213915	0.0375101394215605	0.0309935223023981	ARC/ADRB2/ACTN2/SHANK3/CACNG4/RGS9/ATP1B2/RYR2/GSTM2/WNK2/ATP1B1/TESC/HTR3A	13
BP	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	15/900	139/18670	0.00291157729056814	0.0380025453669716	0.0314003828176154	ADRA1A/VIP/NOS1/RAMP3/ADRB2/RXFP1/RAMP2/PTH1R/ADRA1D/CALCRL/ADCY4/PTGFR/ADRA1B/PTGIR/ADM2	15
BP	GO:0007163	establishment or maintenance of cell polarity	20/900	210/18670	0.00292824277785652	0.0380215211597526	0.031416061955732	CRB2/FGF10/TEK/FOXF1/CDH5/CYP26B1/LIN7A/WNT7A/FEZ1/SPN/AQP1/RHOJ/TCF15/MAD2L1/PLK1/KIF2C/CENPA/KIF26B/FERMT1/RHOV	20
BP	GO:0009612	response to mechanical stimulus	20/900	210/18670	0.00292824277785652	0.0380215211597526	0.031416061955732	FOSB/ANKRD1/CAV3/TMC2/TCAP/PDE2A/SHANK3/SCN1A/ATP1A2/TNFRSF8/AQP1/RYR2/CXCL12/PTN/CCNB1/MDK/MMP7/SLC2A1/STRA6/COL11A1	20
BP	GO:0060828	regulation of canonical Wnt signaling pathway	25/900	286/18670	0.00307210369780252	0.0397861305319036	0.0328741066544234	WNT3A/RSPO4/RSPO1/SOSTDC1/GPC3/CAV1/FGF10/RSPO2/SFRP1/ZBED2/SEMA5A/TMEM88/IGFBP6/RECK/SOX7/NKD2/MCC/RBMS3/SOX17/RSPO3/WNK2/MDK/CDH3/CTHRC1/FERMT1	25
BP	GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway	12/900	100/18670	0.00310672019046939	0.0401304760520839	0.0331586292054995	GPR17/CHRM1/ADRA1A/VIP/NMUR1/ACTN2/EDNRB/PTH1R/S1PR1/CX3CR1/ADRA1B/F2RL1	12
BP	GO:0060078	regulation of postsynaptic membrane potential	15/900	140/18670	0.00311967473248647	0.0401939535765461	0.0332110788124713	CHRM1/P2RX6/P2RX2/GRIA1/GRIK4/ADRB2/SHANK3/NPFF/GABRB2/GABRE/WNT7A/P2RX1/SLC17A7/STX1B/STX1A	15
BP	GO:0007611	learning or memory	23/900	256/18670	0.00313975569485758	0.040245227483572	0.0332534449301516	SLC6A4/TNR/GRIA1/VIP/MME/NTRK2/NDRG4/ARC/BCHE/SHANK3/ATP1A2/ITGA8/CLDN5/NRGN/CX3CR1/SLC17A7/SHC3/LRRN4/JPH4/PTN/MDK/SLC7A11/STRA6	23
BP	GO:0090596	sensory organ morphogenesis	23/900	256/18670	0.00313975569485758	0.040245227483572	0.0332534449301516	WNT3A/RS1/NTRK2/FGF10/TCAP/TBX2/GATA2/ITGA8/TMIE/HOXA2/CYP26B1/WNT2B/MEIS1/PTN/PTPRM/SIX4/OTX1/SIX2/SOX11/CTHRC1/STRA6/NKX3-2/COL11A1	23
BP	GO:0061028	establishment of endothelial barrier	7/900	41/18670	0.00316112225229159	0.0404154735018047	0.0333941141956984	PDE2A/CDH5/CLDN5/WNT7A/SOX18/F2RL1/PROC	7
BP	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	29/900	349/18670	0.00317261978244679	0.0404589956440089	0.0334300752586498	TMEM100/BMPER/SOSTDC1/GPC3/CAV1/CAV3/CRB2/FGF10/LTBP4/GDF10/SFRP1/CHRDL1/ACVRL1/CDH5/VWC2/ITGA8/CAV2/NPNT/CLDN5/ZNF423/SMAD6/RNF165/LRRC32/VEPH1/RYR2/TTK/SOX11/FERMT1/HNF4A	29
BP	GO:0045839	negative regulation of mitotic nuclear division	8/900	52/18670	0.00322950966734722	0.0409754284950983	0.0338567884976502	DUSP1/MAD2L1/TTK/PLK1/CCNB1/BUB1B/AURKB/CDC20	8
BP	GO:0055078	sodium ion homeostasis	8/900	52/18670	0.00322950966734722	0.0409754284950983	0.0338567884976502	AVPR2/SCN7A/EDNRB/NPR1/ATP1A2/C7/ATP1B2/ATP1B1	8
BP	GO:0048644	muscle organ morphogenesis	11/900	88/18670	0.0033079770344553	0.0417590333213183	0.0345042580627395	ANKRD1/TCAP/ADARB1/TNNC1/S1PR1/HEG1/TNNT2/RYR2/TCF15/DSP/COL11A1	11
BP	GO:0061097	regulation of protein tyrosine kinase activity	11/900	88/18670	0.0033079770344553	0.0417590333213183	0.0345042580627395	WNT3A/ADRA1A/CAV1/NTRK2/TAL1/CASS4/SH3BP5/PDGFB/TGFA/PTK6/CBLC	11
BP	GO:0060538	skeletal muscle organ development	17/900	169/18670	0.00334236691862488	0.0420868821818786	0.0347751499103382	WNT3A/P2RX2/CNTFR/ANKRD1/TCF21/CAV1/HLF/CAV2/CYP26B1/HLX/MYOZ1/BVES/SOX17/SIX4/SOX11/STRA6/PITX1	17
BP	GO:1901890	positive regulation of cell junction assembly	12/900	101/18670	0.00337494696160588	0.0423903514097181	0.0350258975861981	MYOC/LRRN3/CAV1/NTRK2/TEK/SFRP1/LRRTM2/PTPRD/WNT7A/NTRK3/LRRC4B/KDR	12
BP	GO:0003094	glomerular filtration	5/900	22/18670	0.00341406050087794	0.0424927053826439	0.0351104696563512	CORO2B/EMP2/PDGFB/GJA5/F2RL1	5
BP	GO:0033622	integrin activation	5/900	22/18670	0.00341406050087794	0.0424927053826439	0.0351104696563512	CX3CL1/RASIP1/SELP/CXCL12/KIF14	5
BP	GO:0035024	negative regulation of Rho protein signal transduction	5/900	22/18670	0.00341406050087794	0.0424927053826439	0.0351104696563512	MYOC/ADRA1A/DLC1/HEG1/RASIP1	5
BP	GO:0050922	negative regulation of chemotaxis	9/900	64/18670	0.00343256193421426	0.0424927053826439	0.0351104696563512	WNT3A/SLIT2/SEMA3G/SEMA6A/SEMA5A/DUSP1/SEMA6D/SEMA3D/SEMA4B	9
BP	GO:0060135	maternal process involved in female pregnancy	9/900	64/18670	0.00343256193421426	0.0424927053826439	0.0351104696563512	PGR/NPFF/PTGIS/PTN/CYP27B1/DSG2/MMP7/GJB2/SPP1	9
BP	GO:0072088	nephron epithelium morphogenesis	10/900	76/18670	0.00343416938657684	0.0424927053826439	0.0351104696563512	GPC3/TCF21/NPNT/WNT2B/FGF2/FAT4/SIX4/HOXB7/KIF26B/SIX2	10
BP	GO:0051260	protein homooligomerization	29/900	351/18670	0.00344259765552526	0.0424927053826439	0.0351104696563512	SLC6A4/P2RX6/P2RX2/KCNA4/SCUBE1/RS1/CAV1/ALDH1A2/GPX3/ARC/ACTN2/VWF/KCNB1/C1QTNF2/KCTD16/CRYAB/ACACB/RNF112/ACADL/P2RX1/PRTG/DPYS/SCARA5/OTC/RAD51/MUC20/ECT2/BIK/LCN2	29
BP	GO:0048545	response to steroid hormone	31/900	383/18670	0.00346688300915153	0.0426870644402672	0.0352710628154281	FOSB/FAM107A/TCF21/SLIT2/CAV1/CDO1/ACR/FIBIN/DEFA3/SLIT3/SFRP1/BCHE/RAMP2/PGR/GNRH1/ATP1A2/MAOB/DUSP1/ABCA3/ZNF366/NTRK3/AQP1/NR4A2/PTN/KANK2/DSG2/MDK/HNF4G/GJB2/SPP1/HNF4A	31
BP	GO:0072006	nephron development	15/900	142/18670	0.00357262309050881	0.0438809406129079	0.0362575274981419	GPC3/TCF21/COL4A3/TEK/ANGPT1/NPNT/WNT2B/FGF2/PECAM1/FAT4/PDGFB/SIX4/HOXB7/KIF26B/SIX2	15
BP	GO:0036376	sodium ion export across plasma membrane	4/900	14/18670	0.0036416636668126	0.044458575070285	0.0367348098200268	FXYD1/ATP1A2/ATP1B2/ATP1B1	4
BP	GO:1904889	regulation of excitatory synapse assembly	4/900	14/18670	0.0036416636668126	0.044458575070285	0.0367348098200268	LRRTM2/PTPRD/WNT7A/NTRK3	4
BP	GO:0030195	negative regulation of blood coagulation	8/900	53/18670	0.00364633242224782	0.044458575070285	0.0367348098200268	CPB2/THBD/VTN/KLKB1/SERPING1/PDGFB/PROC/TSPAN8	8
